token,frequency,token_length,rank,frequency_group
និងគម្រោងការទាំងនេះច្រើនទៀតមានសក្ដានុពលបំផ្លិចបំផ្លាញលក្ខណៈពិសេសៗខាងទេសភាព។,1,75,919,Rare (<10)
ផងដែរ,1,5,920,Rare (<10)
ទំហំធំៗនៃគ្រោងការទាំងនេះបានចាប់ផ្ដើមគំរាមកំហែងគុណភាពទឹកនៅទីប្រជុំជនជិតៗតំបន់,1,76,921,Rare (<10)
ទឹកសំអុយ,1,8,922,Rare (<10)
និងប្រព័ន្ធអគ្គីសនីជាច្រើន។,1,27,923,Rare (<10)
វាត្រូវបានកត់សម្គាល់ថាដូចជាភាពញឹកញាប់នៃទេសចរណ៍ខ្ពស់,1,51,924,Rare (<10)
ការទាមទារកើនឡើងសម្រាប់ទីស្នាក់អាស្រ័យគុណភាពខ្ពស់ក្នុងតំបន់នេះ,1,61,925,Rare (<10)
ដូចជាការអភិវឌ្ឍផ្លូវជាន់ខ្ពស់ធំៗ,1,32,926,Rare (<10)
មានការប៉ះផ្ទាល់លើតារាងទឹកក្រោមដី,1,32,927,Rare (<10)
ដែលកំពុងតែលាតសន្ធឹងជាបន្តបន្ទាប់ដល់ស្ថេរភាពសំណង់នៃប្រាសាទជាច្រើននៅអង្គរវត្ត។,1,76,928,Rare (<10)
ពួកអ្នកស្រុកសៀមរាបក៏បានបញ្ចេញការព្រួយបារម្ភលើធម្មជាតិដ៏ស្រស់ស្អាត,1,65,929,Rare (<10)
បរិយាកាសទីប្រជុំជនរបស់ខ្លួនដែលកំពុងសម្របសម្រួលដើម្បីទទួលទេសចរណ៍។,1,64,930,Rare (<10)
ដោយហេតុថាបរិយាកាសក្នុងស្រុកដ៏ស្រស់ស្អាតនេះគឺជាសមាសភាគគន្លឹះដើម្បីព្រាងឱ្យដូចទីក្រុងទេសចរណ៍អង្គរ,1,95,931,Rare (<10)
ពួកមន្ត្រីរាជការក្នុងតំបន់បន្តពិភាក្សារបៀបចូលរួមទេសចរណ៍អនាគតដោយជោគជ័យដោយគ្មានការលះបង់តម្លៃ,1,90,932,Rare (<10)
និងវប្បធម៌ក្នុងតំបន់។,1,21,933,Rare (<10)
នៅក្នុងវេទិកាទេសចរណ៍អាស៊ាន,1,26,934,Rare (<10)
ភាគីទាំងពីរបានយល់ស្របថាបូរ៉ូប៊ូឌួ,1,33,935,Rare (<10)
អង្គរវត្តបានក្លាយជាស្ថានីយបងប្អូននិងក៏ជាខេត្តដែលនឹងក្លាយជាខេត្តបងប្អូន។,1,71,936,Rare (<10)
អាកាសចរណ៍ឥណ្ឌូណេស៊ីពីរកំពុងពិចារណាឱកាសដើម្បីបើកការហោះហើរដោយផ្ទាល់ពីយោខយ៉ាក់ការ៉្ទា,1,82,937,Rare (<10)
ឥណ្ឌូណេស៊ី,1,10,938,Rare (<10)
ទៅសៀមរាប។,1,9,939,Rare (<10)
រីឯវិស័យសង្គមកិច្ចវិញ,1,21,940,Rare (<10)
ស្ថិតនៅក្នុងភូមិបន្ទាយស្រី,1,26,941,Rare (<10)
ឃុំបន្ទាយស្រី,1,13,942,Rare (<10)
ស្រុកបន្ទាយស្រី,1,15,943,Rare (<10)
គេបានដឹងថា,1,10,944,Rare (<10)
ដែលចម្ងាយប្រមាណ,1,15,945,Rare (<10)
៣៩,1,2,946,Rare (<10)
គីឡូម៉ែត្រភាគខាងជើងទីរួមខេត្តសៀមរាប,1,35,947,Rare (<10)
ឃ្លាតពីស្រះស្រង់,1,16,948,Rare (<10)
គីឡូម៉ែត្រនិងមានចំងាយ,1,21,949,Rare (<10)
គីឡូម៉ែត្រពីប្រាសាទអង្គរវត្តតាមផ្លូវឆ្ពោះទៅ,1,43,950,Rare (<10)
ភ្នំគូលេន,1,9,951,Rare (<10)
។ប្រាសាទបន្ទាយស្រីគឺជាប្រាង្គប្រាសាទមួយក្នុងចំណោមប្រាសាទជាច្រើននៅ,1,65,952,Rare (<10)
អង្គរដ៏ល្បីល្បាញនៅក្នុង,1,23,953,Rare (<10)
ប្រទេសកម្ពុជា,1,13,954,Rare (<10)
ក៏ដូចជានៅលើ,1,11,955,Rare (<10)
ពិភពលោកដែរ,1,10,956,Rare (<10)
ដែលបានទាក់ទាញភ្ញៀវទេសចរជាតិ,1,27,957,Rare (<10)
និងអន្តរជាតិយ៉ាងច្រើនកុះករមកពីតំបន់ជាច្រើន។,1,43,958,Rare (<10)
ក្រុមភ្ញៀវទេសចរដែលបានទៅទស្សនាប្រាង្គ,1,36,959,Rare (<10)
និងប្រាសាទដទៃទៀតនៅក្នុងទឹកដីនៃ,1,30,960,Rare (<10)
តែងតែឆ្លៀតចំណាយពេល,1,18,961,Rare (<10)
ធ្វើដំណើរក្នុងរយៈចម្ងាយដ៏ឆ្ងាយពីទីរួមខេត្ត,1,42,962,Rare (<10)
ប្រាសាទបន្ទាយស្រីមានឈ្មោះល្បី,1,29,963,Rare (<10)
ព្រោះវាត្រូវបានសាងសង់ឡើងពី,1,26,964,Rare (<10)
ថ្មផ្កាឈូកជាមួយ,1,15,965,Rare (<10)
នឹងក្បាច់ចម្លាក់,1,16,966,Rare (<10)
យ៉ាងល្អិតឆ្មាររស់រវើកជាងគេ,1,26,967,Rare (<10)
ដោយមានតួប្រាង្គបី,1,17,968,Rare (<10)
ដែលមានសភាពល្អឆើតឆាយដូចស្រីគ្រប់លក្ខណ៍។,1,38,969,Rare (<10)
ប្រាសាទនេះសង់លើដីរាបស្មើមានរាងតូចច្រឡឹងដោយថ្មភក់ផ្កាឈូក,1,55,970,Rare (<10)
ឥដ្ឋរាង,1,7,971,Rare (<10)
ជ្រុងទ្រវែង,1,11,972,Rare (<10)
ហើយមានគូទឹកព័ទ្ធជុំវិញ,1,22,973,Rare (<10)
ប្រាង្គទាំងបីនៃ,1,15,974,Rare (<10)
ប្រាសាទសង់បែរមុខទៅទិសខាងកើត,1,27,975,Rare (<10)
ហើយប្រាង្គកណ្តាលមានតម្កល់,1,25,976,Rare (<10)
លិង្គព្រះឥសូរ,1,13,977,Rare (<10)
ខាងត្បូងឧទ្ទិសថ្វាយដល់ព្រហ្មញ្ញសាសនា,1,36,978,Rare (<10)
និងខាងជើងឧទ្ទិសថ្វាយដល់ព្រះវិស្ណុ។,1,34,979,Rare (<10)
ប្រាសាទបន្ទាយស្រីកាលដើមឡើយមានឈ្មោះថា,1,36,980,Rare (<10)
បុព្វការីជនខែ្មរ,1,16,981,Rare (<10)
ចូលចិត្តកសាងទីលំនៅរបស់ខ្លួននៅកែ្បរៗ,1,35,982,Rare (<10)
បុរីនៃឥសូរ,1,10,983,Rare (<10)
ប៉ុនែ្តសម័យក្រោយៗមកទៀតគេហៅថា,1,28,984,Rare (<10)
ទៅវិញដោយសារតែរាងតូចច្រឡឹង,1,25,985,Rare (<10)
និងក្បូរក្បាច់រចនាដ៏ស្រស់ស្អាត,1,30,986,Rare (<10)
និងរស់រវើកនៅ,1,12,987,Rare (<10)
លើផ្ទាំងថ្មពណ៌ផ្កាឈូក។,1,22,988,Rare (<10)
មិនត្រឹមតែប៉ុណ្ណោះ,1,18,989,Rare (<10)
ប្រាសាទនេះបានទទួលការកោតសរសើរពីភ្ញៀវទេសចរសឹងគ្រប់រូបថា,1,53,990,Rare (<10)
ពិតជាស្រស់ស្អាត,1,15,991,Rare (<10)
ទោះបីមានបរិវេណតូចចង្អៀត,1,23,992,Rare (<10)
បន្តិចមែនតែទ្រង់ទ្រាយ,1,21,993,Rare (<10)
ប្រាសាទលំអទៅដោយចម្លាក់ផ្កាភ្ញី,1,30,994,Rare (<10)
នៃរឿងរ៉ាវដែលទាក់ទងទៅនឹងលទ្ធិទេវរាជ,1,34,995,Rare (<10)
រឿងរាមកេរ្តិ៏ខែ្មរ,1,18,996,Rare (<10)
មិនត្រឹមតែប៉ុណ្ណោះចម្លាក់នីមួយៗ,1,31,997,Rare (<10)
សុទ្ធតែមានលក្ខណៈរស់រវើកបើប្រៀបធៀបទៅ,1,35,998,Rare (<10)
នឹងប្រាសាទដទៃ។តាមឯកសារប្រវត្តិសាស្រ្តអាណាចក្រខ្មែរបានកត់ត្រាថា,1,62,999,Rare (<10)
ប្រាសាទបន្ទាយស្រីបានកសាងឡើងក្នុងគ្រិស្តសករាជ,1,44,1000,Rare (<10)
ទនេ្លសាបកែ្បរអូរ,1,16,1001,Rare (<10)
ក្នុងរជកាលព្រះបាទរាជេន្ទ្រវរ្ម័នទី,1,34,1002,Rare (<10)
គឺមុនការកសាងប្រាសាទអង្គរវត្តនិងអង្គរធំ,1,38,1003,Rare (<10)
ដោយព្រហ្មណ៍ម្នាក់ឈ្មោះ,1,22,1004,Rare (<10)
ស្ទឹងធម្មជាតិជាដើម។,1,19,1005,Rare (<10)
ដែលជាព្រះគូ្ររបស់ព្រះបាទជ័យវរ្ម័នទី,1,35,1006,Rare (<10)
ដើម្បីឧទ្ទិសដល់ព្រហ្មញ្ញសាសនា,1,29,1007,Rare (<10)
ប្រាសាទបន្ទាយស្រីធ្វើពីថ្មភក់ពណ៌ស៊ីជម្ពូ,1,40,1008,Rare (<10)
និងរំលេចដោយទេពអប្សរាចំនួន,1,25,1009,Rare (<10)
១៥០០,1,4,1010,Rare (<10)
អ្ហេ៎អ្នកអាន,1,12,1011,Rare (<10)
ចេះតែជឿដែរឬ,1,11,1012,Rare (<10)
ទៅមើលប្រាសាទហ្នឹងខ្លួនឯងទៅ,1,26,1013,Rare (<10)
កុំឱ្យគេបោកបាន,1,14,1014,Rare (<10)
ដែលទេពអប្សរទាំងអស់សុទ្ធតែខុសគ្នា,1,32,1015,Rare (<10)
ហើយលើសពីនេះសិលាចារឹក,1,20,1016,Rare (<10)
ផ្កាភ្ញីនៅប្រាសាទបន្ទាយស្រីមានក្បាច់ល្អលើសពីក្បាច់ចម្លាក់នៅលើ,1,61,1017,Rare (<10)
ប្រាសាទអង្គរវត្តទៅទៀតគឺដូចជាក្បាច់ដែលបានឆ្លាក់លើប្រាក់លើ,1,56,1018,Rare (<10)
ស្ពាន់ដូច្នេះដែរ,1,16,1019,Rare (<10)
បើតាមមគ្គុទេសក៏វិញបញ្ជាក់ថា,1,27,1020,Rare (<10)
ការកសាងប្រាសាទក៏ដូច្នោះដែរ,1,26,1021,Rare (<10)
ទ្រង់ជាអ្នកកសាងប្រាសាទនេះដែលតាមសិលាចារឹថា,1,41,1022,Rare (<10)
ឈ្មោះត្រីភុវតមហេស្វរៈប្រែថា,1,27,1023,Rare (<10)
ស្ពាននព្រះឥសូរជាធំត្រៃភព,1,24,1024,Rare (<10)
បុរីព្រះឥសូរ,1,12,1025,Rare (<10)
មិនមែនឈ្មោះបន្ទាយស្រីដូចយើងស្គាល់ទេ,1,35,1026,Rare (<10)
ប្រាសាទនេះមានកំពែងថ្មបាយក្រៀមព័ទ្ធ,1,34,1027,Rare (<10)
ជាន់មានទីលានក្រាលថ្មវែងទៅ,1,25,1028,Rare (<10)
ទិសខាងកើត,1,9,1029,Rare (<10)
មានគោបុរៈប្រកបដោយក្បាច់វិចិត្រ,1,30,1030,Rare (<10)
នៅចំកណ្តាលទីលានមានរោងទងខ្វាត់ខ្វែងក្រឡាចត្រង្គចេញទៅខាង,1,54,1031,Rare (<10)
ជើងមួយ,1,6,1032,Rare (<10)
ចេញទៅខាងត្បូងបីសុទ្ធសឹងប្រកបដោយក្បាច់រចនាល្អវិចិត្រ,1,51,1033,Rare (<10)
សព្វថ្ងៃនេះបាក់ធ្លាក់អស់ហើយសល់តែសរសរច្រូងច្រាងគួរអោយស្តាយ,1,57,1034,Rare (<10)
ប្រាសាទបន្ទាយស្រីជាប្រាសាទមួយដែលមានក្បាច់រចនាយ៉ាងបញ្ចង់ឆើត,1,58,1035,Rare (<10)
ឆាយ,1,3,1036,Rare (<10)
មានសន្ទឹកភ្ញីវល្លិវិលវង់ល្អិតឆ្មាស្រស់រស់រវីក,1,45,1037,Rare (<10)
ដែលមើលទៅគួរអោយនឹកគិតឥតមានក្តីង្ស័យថា,1,36,1038,Rare (<10)
ទេវតានិមិ្មត,1,12,1039,Rare (<10)
សន្លឹកក្បាច់មួយទងៗដែលវិលវង់មូលក្រឡង់អាចទាញភ្នែកគយគន់មើល,1,55,1040,Rare (<10)
ម្តងហើយម្តងទៀតនិងអោយឈរទ្រឹងភាំងភ្លេចខ្លួនជញ្ជក់មាត់ដោយ,1,54,1041,Rare (<10)
សេចក្តីស្ងើចថ្វីដៃសម្តែងអោយឃើញថា,1,32,1042,Rare (<10)
សម័យកសាងប្រាសាទបន្ទាយស្រីនេះជាសម័យនៃការចេះដឹងស្ទាត់ជំនាញ,1,56,1043,Rare (<10)
របស់បុព្វបុរស់ខ្មែរនាសម័យនោះ,1,28,1044,Rare (<10)
ប្រាសាទបន្ទាយស្រីកន្លងមកត្រូវរងនូវភាពមហន្តរាយ,1,45,1045,Rare (<10)
ដោយសារតែសង្គ្រាមបានធ្វើអោយប្រាសាទបុរាណមួយនេះខូចខាតខ្ទេច,1,55,1046,Rare (<10)
ខ្ទីអស់យ៉ាងច្រើន,1,16,1047,Rare (<10)
របងកំពែងការពារខាងក្រៅត្រូវបានគេធ្វើការជីកគាស់កាយរុករក,1,53,1048,Rare (<10)
វត្ថុបុរាណកាលពីអំឡុងប្រទេសស្ថិតនៅក្នុងសង្គ្រាម,1,46,1049,Rare (<10)
គំនរដុំថ្មប្រាសាទត្រូវទុករាយប៉ាយនៅមុខប្រាសាទ,1,44,1050,Rare (<10)
តួប្រាសាទខាងក្នុងមួយភាគត្រូវបាក់បែកស្រុតទ្រុឌដែលមើលទៅគួរអោយសង្វេគ,1,65,1051,Rare (<10)
ប្រាសាទបន្ទាយស្រីមានឈ្មោះថាត្រីភូវនមហេស្វរៈ,1,43,1052,Rare (<10)
ដែលមានន័យថាម្ចាស់នៃលោកទាំងបី,1,28,1053,Rare (<10)
ស្ថាបនាឡើងក្នុងឆ្នាំ,1,20,1054,Rare (<10)
នៃគ្រិស្តសករាជក្នុងព្រះបាទរាជេន្ទ្រវរ្ម័នទី,1,43,1055,Rare (<10)
៩៤៤,1,3,1056,Rare (<10)
១០០១,1,4,1057,Rare (<10)
តាមសិលាចារឹកលេខ,1,15,1058,Rare (<10)
K,1,1,1059,Rare (<10)
៨៤២,1,3,1060,Rare (<10)
នាចុងសតវត្សរ៍ទី,1,15,1061,Rare (<10)
គឺបុព្វការីជនខែ្មរតែងតែជ្រើសរើស,1,31,1062,Rare (<10)
តាមរយៈសិលាចារឹកសេកតាទុយបានសរសេរថា,1,33,1063,Rare (<10)
ក្សត្រិយព្រាហ្មណ៍នេះឈ្មោះ,1,25,1064,Rare (<10)
ប្រកបដោយចំនេះដឹងខ្ពស់ខាងវិទ្យាសាស្រ្ត,1,37,1065,Rare (<10)
ទទួលមុខងារជាសាស្រ្តាចារ្យខាងសិវនិយម,1,35,1066,Rare (<10)
និងជារាជគ្រូទីមួយនៃព្រះមហាក្សត្,1,31,1067,Rare (<10)
សំណង់នានានៃប្រាសាទបន្ទាយស្រីរាយគ្នាសងខាងបន្ទាត់ទ្រូងមួយរត់ជួរកើតទៅលិច,1,69,1068,Rare (<10)
ហើយអាចបែកចែកជាពីរផ្នែក។,1,23,1069,Rare (<10)
ទី,1,2,1070,Rare (<10)
រកទីតាំងណាខ្ពស់មិនលិចទឹក,1,24,1071,Rare (<10)
ផ្តើមចេញពីខ្លោងទ្វារចុងខាងកើត,1,29,1072,Rare (<10)
ដែលមានផ្លូវមួយប្រវែងរហូតដល់ទៅ,1,29,1073,Rare (<10)
៦៧,1,2,1074,Rare (<10)
ម៉ែត្រចេញពីនោះមក។,1,17,1075,Rare (<10)
ផ្លុវដើរនេះអមដោយថែវរហូតដល់ចុងខាងលិច,1,35,1076,Rare (<10)
ទើបមានអាគារលាតប្រវែងសន្ទឹងទទឹងទៅម្ខាងៗ។,1,39,1077,Rare (<10)
នៅសង់ខាងផ្លូវដដែល,1,17,1078,Rare (<10)
តែដាច់ចេញថែវបន្តិចមានអាគារលាតទទឹងដែរគឺមួយនៅខាងជើងផ្លូវ,1,54,1079,Rare (<10)
បីទៀតនៅខាងត្បូង។,1,16,1080,Rare (<10)
ដើរតាមនេះមកតាមខ្លោងទ្វារនៃធ្លាទី,1,32,1081,Rare (<10)
ភ្លាម,1,5,1082,Rare (<10)
គឺយើងចេញមកផ្នែកទីពីរនៃប្រាសាទទាំងមូលហើយ។,1,40,1083,Rare (<10)
ផ្នែកនេះមានទំហំ,1,15,1084,Rare (<10)
នៅរដូវវស្សា,1,11,1085,Rare (<10)
ម៉ែត្រគុណនឹង,1,12,1086,Rare (<10)
១១០,1,3,1087,Rare (<10)
ហើយចែកចេញជារួត,1,14,1088,Rare (<10)
តៗគ្នាពីក្រៅទៅក្នុង។,1,20,1089,Rare (<10)
ក្នុងបរិវេណទី,1,13,1090,Rare (<10)
នេះមានកសិណទឹកព័ទ្ធមួយជុំសិន,1,27,1091,Rare (<10)
ទើបមកដល់ធ្លាទី,1,14,1092,Rare (<10)
ដែលមានទំហំ,1,10,1093,Rare (<10)
៣៨,1,2,1094,Rare (<10)
ម៉ែត្រគុណ,1,9,1095,Rare (<10)
៤២,1,2,1096,Rare (<10)
មែត្រ។,1,6,1097,Rare (<10)
ឯកំពែងទី,1,8,1098,Rare (<10)
រាប់ពីខាងក្នុង,1,14,1099,Rare (<10)
រាងបួនជ្រុងស្មើមួយជ្រុងៗប្រវែង,1,30,1100,Rare (<10)
២៣,1,2,1101,Rare (<10)
កំពែងនីមួយៗមានខ្លោងទ្វារនៅចំកណ្តាល,1,34,1102,Rare (<10)
ខាងកើតនិងខាងលិច។,1,16,1103,Rare (<10)
ធ្លាទី,1,6,1104,Rare (<10)
មានសំណង់បន្ទាប់បន្សំជាខ្រើន,1,27,1105,Rare (<10)
ព្រមទាំងសំណង់ផ្សេងៗទៀតអំពីឈើ,1,28,1106,Rare (<10)
ដែលសព្វថ្ងៃបាត់បង់អស់ហើយ។,1,25,1107,Rare (<10)
ធ្លាក្នុងបង្អស់ក៏ដូចគ្នាដែរ។,1,28,1108,Rare (<10)
ក្នុងនោះមានតួប៉មកណ្តាលបីសាងនៅលើខឿនជាមួយគ្នា,1,43,1109,Rare (<10)
នៅកណ្តាលមានតួប៉មមួយកម្ពស់,1,25,1110,Rare (<10)
៨០,1,2,1111,Rare (<10)
ដែលមានយ៉មួយជាមណ្ឌបលយចេញមកខាងមុខ,1,31,1112,Rare (<10)
និងហោត្រៃបែរទៅទិសខាងលិចនៅសងខាងមុខក្រុមប៉មទាំងបី,1,47,1113,Rare (<10)
បន្ទាយស្រីជាឈ្មោះនៃរចនាបថប្រាសាទមួយ,1,35,1114,Rare (<10)
ដែលជួនកាលគេភ្ជាប់ទៅនឹងរចនាបថប្រែរូបផងដែរ,1,40,1115,Rare (<10)
ព្រោះរចនាបថទាំងពីរនេះស្ថិតនៅក្នុងសម័យកាលប្រហាក់ប្រហែលគ្នា,1,57,1116,Rare (<10)
តែយ៉ាងណារចនាបថបន្ទាយស្រីមានលក្ខណៈពិសេសលើសគេនៅត្រង់ក្បាច់លម្អនោះ,1,63,1117,Rare (<10)
គេសម្រេចចិត្តដាក់ឈ្មោះតែឯងនោះទៅ។,1,32,1118,Rare (<10)
មានប្រាសាទតិចតួចណាស់,1,20,1119,Rare (<10)
ដែលគេបញ្ចូលក្នុងរចនាបថបន្ទាយស្រី។,1,33,1120,Rare (<10)
ទាំងអស់មានប្រាំ,1,15,1121,Rare (<10)
ហើយសុទ្ធតែនៅក្នុងខេត្តសៀមរាបមានដូចជា,1,36,1122,Rare (<10)
ប្រាសាទស្រឡៅ,1,12,1123,Rare (<10)
ប្រាសាទត្រពាំងខ្យង,1,18,1124,Rare (<10)
ប្រាសាទសេកតាទុយ,1,15,1125,Rare (<10)
និងប្រាសាទតូចមួយដែលគេចាត់ទុកក្នុងរចនាបថបន្ទាយស្រី,1,49,1126,Rare (<10)
ស្ថិតនៅខាងកើតប្រាសាទឃ្លាំងខាងជើង,1,32,1127,Rare (<10)
និងតួប៉មកណ្តាលប្រាសាទតុបខាងលិច,1,30,1128,Rare (<10)
ដែលប្រាសាទទាំងពីរស្ថិតនៅក្នុងរាជធានីអង្គរធំ។,1,44,1129,Rare (<10)
មានតែប្រាសាទក្រោយនេះទេ,1,22,1130,Rare (<10)
ដែលសង់អំពីថ្មភក់,1,16,1131,Rare (<10)
ប្រាសាទឯទៀតសង់អំពីឥដ្ធដោយមានផ្តែរ,1,33,1132,Rare (<10)
និងគ្រឿងលម្អឯទៀតឆ្លាក់លើថ្មភក់ជាធម្មតា,1,38,1133,Rare (<10)
ហើយដែលខ្លះទៀតគេយកមកដាក់តាំងនៅសារមន្ទីរនានា,1,42,1134,Rare (<10)
ដើម្បីពិនិត្យឱ្យយល់អំពីស្ថានភាពក្រុមBSCPរៀបចំកម្មវិធីកំណាយជាលក្ខណៈទ្រង់ទ្រាយធំមួយតាមបុរាណវិទ្យា។,1,96,1135,Rare (<10)
ក្រៅពីទិន្នន័យបានមកពីស្ថានភាពគ្រឹះប៉មនានា,1,41,1136,Rare (<10)
និងអំពីប្រព័ន្ធបង្ហូរទឹក,1,24,1137,Rare (<10)
ហើយដែលធ្វើឱ្យយល់មូលហេតុនៃការទ្រុឌទ្រោមនោះគេបានប្រទះឃើញវត្ថុព្រមទាំងស្លាកស្នាមបុរាណជាច្រើនទៀត។,1,93,1138,Rare (<10)
ពេលរើកម្រាលទីធ្លាខាងក្នុងគេប្រទះឃើញរន្ធបង្គោលឬសសសរមួយចំនួន,1,58,1139,Rare (<10)
បង្ហាញថាពីមុនមកមានអាគារអំពីឈើបន្ថែមលើសំណង់ថ្មនៃប្រាសាទនេះ។,1,58,1140,Rare (<10)
មើលទៅប្រហែលអាគារឈើនេះ,1,21,1141,Rare (<10)
សម្រាប់បម្រើការបូជា,1,19,1142,Rare (<10)
តែនេះគ្រាន់តែជាការស្មាននៅឡើយ។,1,29,1143,Rare (<10)
កម្រាលថ្មនៅធ្លាខាងក្នុងស្រុតដោយកន្លែងធ្វើឱ្យគេឃើញវត្ថិថ្មីទៀត,1,61,1144,Rare (<10)
ដែលកាលពីពេលឆ្ការព្រៃស្តារប្រាសាទ,1,32,1145,Rare (<10)
ព្រមទាំងពេលជួសជុលក្រោយមកនោះ,1,27,1146,Rare (<10)
ពុំបានប្រទះដូចជាថ្មចម្លាក់ទាំងដុំៗ,1,34,1147,Rare (<10)
បំណែកចម្លាក់ខ្លះ,1,16,1148,Rare (<10)
ចម្លាក់សម្រាប់បញ្ចាំងប៉ម,1,24,1149,Rare (<10)
និងក្បាលរូបឆ្មាំប្រាសាទមួយផង,1,28,1150,Rare (<10)
តាំងពីដើមរៀងមក,1,14,1151,Rare (<10)
ដំបូលប៉ម,1,8,1152,Rare (<10)
និងហោត្រៃតែងតែសងដោយតម្រៀបថ្ម,1,28,1153,Rare (<10)
ឬឥដ្ធលាយគ្នាលយចេញពីមួយទៅមួយឡើងទៅលើ។,1,35,1154,Rare (<10)
យូរបន្តិចទាល់តែមកដល់ចុងសតវត្សរ៍ទី,1,33,1155,Rare (<10)
ទើបបច្ចេកទេសនេះរាលដាលយកមកសង់ជាដំបូលរោងទងនានា,1,44,1156,Rare (<10)
ដែលមានកំណើតមកពីពេលនោះមក។,1,24,1157,Rare (<10)
បច្ចេកទេសដំបូលនេះមានលក្ខណៈងាយស្រួល,1,34,1158,Rare (<10)
តែពុំសូវសុក្រឹតទេ,1,17,1159,Rare (<10)
កាលណាដំបូលនោះធំរាងកោងរាងមូលពាក់កណ្តាល។,1,38,1160,Rare (<10)
កាលសម័យមុនអង្គរ,1,15,1161,Rare (<10)
ដោយសារតួប៉មច្រើនតែជាឥដ្ធ,1,24,1162,Rare (<10)
ដំបូលប្រើបច្ចេកទេសនេះក៏ជាឥដ្ធ,1,29,1163,Rare (<10)
តែនៅសម័យអង្គរគេនិយមថ្មភក់ឃើញថាប្រាសាទបន្ទាយស្រី,1,47,1164,Rare (<10)
ក៏ដូចសំណង់ឯទៀតនៅក្នុងរជ្ជកាលព្រះបាទរាជេន្ទ្រវរ្ម័នដែរ,1,53,1165,Rare (<10)
បានងាកមករកឥដ្ឋវិញ។,1,18,1166,Rare (<10)
ប្រាសាទបន្ទាយស្រីហាក់មានការដ្ឋានពិសោធន៍មួយនៅសម័យនោះ,1,51,1167,Rare (<10)
ត្បិតរបៀបធ្វើដំបូលដែលខ្មែរអនុវត្តន៍ទាំងប៉ុន្មានមាននៅទីនោះ។,1,58,1168,Rare (<10)
អគារទ្រវែង,1,10,1169,Rare (<10)
និងថែវសុទ្ធតែមានគ្រោងឈើ,1,23,1170,Rare (<10)
និងប្រក់ក្បឿងដែលមេជាងស្គាល់ជាទូទៅធម្មតា។,1,40,1171,Rare (<10)
បើហោត្រៃទាំងពីរ,1,15,1172,Rare (<10)
ព្រមទាំងយ៉ប៉មទាំងកណ្តាលវិញប្រក់ឥដ្ធតាមរបៀបលយចេញពីក្រោមទៅលើដូចបាននិយាយពីមុន។,1,75,1173,Rare (<10)
រីឯក្រុមប៉មកណ្តាល,1,17,1174,Rare (<10)
ខ្លោងទ្វារខាងកើតទី,1,18,1175,Rare (<10)
យ៉ខ្លោងទ្វារខ្លះនៅកំពែងទី,1,25,1176,Rare (<10)
គឺប្រក់របៀបលយលើគ្នាដែរ,1,22,1177,Rare (<10)
តែវត្ថុធាតុជាថ្មភក់។,1,20,1178,Rare (<10)
ចាប់ពីខ្មែរចាបកាន់ព្រះពុទ្ធសាសនាថេរវាទរវាងសតវត្សរ៍ទី,1,52,1179,Rare (<10)
១៤,1,2,1180,Rare (<10)
មក,1,2,1181,Rare (<10)
របៀបប្រក់ថ្មនេះក៏ត្រូវបានបោះបង់ចោលទៅ,1,36,1182,Rare (<10)
ហើយគេក៏និយមប្រើគ្រោងដំបូលឈើប្រក់ក្បឿងវិញ,1,40,1183,Rare (<10)
ព្រោះគេអាចធ្វើដំបូលធំ,1,21,1184,Rare (<10)
គ្រប់ដណ្តប់លើអគារដែលមានលំហទូលំទូលាយសម្រាប់មនុស្សមកធ្ចើបុណ្យបូជាព្រះពុទ្ធអង្គបាន,1,79,1185,Rare (<10)
ជាប្រពៃណីរៀងមក,1,14,1186,Rare (<10)
ស្ថាបត្យករខ្មែរពូកែការជាងឈើមិនថាគ្រឿងគ្រោង,1,42,1187,Rare (<10)
ឬគ្រឿងបិទបាំងនោះទេ។,1,19,1188,Rare (<10)
លំណៅទូទៅ,1,8,1189,Rare (<10)
រាប់បញ្ចូលទាំងព្រះរាជវាំងផងសង់អំពីឈើទាំងអស់មានន័យសំណង់ទាំងឡាយជាឈើ,1,65,1190,Rare (<10)
ប៉ុន្តែគ្មានអ្វីមួយនៅសល់មកដល់យើងឡើយ។,1,36,1191,Rare (<10)
សំណង់ថ្មឆ្លុះបញ្ចាំងប្រពៃណីស្ថាបត្យកម្មឈើនេះឯង។,1,47,1192,Rare (<10)
ធ្លាប់ផ្គុំឈើរបៀបណាក៏យករបៀបដដែលមកអនុវត្ថន៍លើថ្ម។,1,48,1193,Rare (<10)
រហូតដល់សតវត្សរ៍ទី,1,17,1194,Rare (<10)
គ្រោងទ្វារបង្អួចផ្គុំគ្នាតាមបង្គុំឈើ,1,36,1195,Rare (<10)
ដែលមានមុំ,1,9,1196,Rare (<10)
៤៥,1,2,1197,Rare (<10)
អង្សាយកមកញាតបញ្ចូលគ្នា។,1,23,1198,Rare (<10)
និងចម្រឹងជើងទៀននៃបង្អួចសុទ្ធសឹងយកមកបញ្ចូលបន្ទះថ្មមេ,1,51,1199,Rare (<10)
ដោយប្រើដំណាប់ញីឈ្មោល។,1,21,1200,Rare (<10)
