position,token,token_length,frequency
1236,មានគោបុរៈប្រកបដោយក្បាច់វិចិត្រ,30,1
1237,នៅចំកណ្តាលទីលានមានរោងទងខ្វាត់ខ្វែងក្រឡាចត្រង្គចេញទៅខាង,54,1
1238,ជើងមួយ,6,1
1239,ចេញទៅខាងត្បូងបីសុទ្ធសឹងប្រកបដោយក្បាច់រចនាល្អវិចិត្រ,51,1
1240,។,1,68
1241,សព្វថ្ងៃនេះបាក់ធ្លាក់អស់ហើយសល់តែសរសរច្រូងច្រាងគួរអោយស្តាយ,57,1
1242,។,1,68
1243,ប្រាសាទបន្ទាយស្រីជាប្រាសាទមួយដែលមានក្បាច់រចនាយ៉ាងបញ្ចង់ឆើត,58,1
1244,ឆាយ,3,1
1245,មានសន្ទឹកភ្ញីវល្លិវិលវង់ល្អិតឆ្មាស្រស់រស់រវីក,45,1
1246,ដែលមើលទៅគួរអោយនឹកគិតឥតមានក្តីង្ស័យថា,36,1
1247,ទេវតានិមិ្មត,12,1
1248,។,1,68
1249,សន្លឹកក្បាច់មួយទងៗដែលវិលវង់មូលក្រឡង់អាចទាញភ្នែកគយគន់មើល,55,1
1250,ម្តងហើយម្តងទៀតនិងអោយឈរទ្រឹងភាំងភ្លេចខ្លួនជញ្ជក់មាត់ដោយ,54,1
1251,សេចក្តីស្ងើចថ្វីដៃសម្តែងអោយឃើញថា,32,1
1252,សម័យកសាងប្រាសាទបន្ទាយស្រីនេះជាសម័យនៃការចេះដឹងស្ទាត់ជំនាញ,56,1
1253,របស់បុព្វបុរស់ខ្មែរនាសម័យនោះ,28,1
1254,។,1,68
1255,ប្រាសាទបន្ទាយស្រីកន្លងមកត្រូវរងនូវភាពមហន្តរាយ,45,1
1256,ដោយសារតែសង្គ្រាមបានធ្វើអោយប្រាសាទបុរាណមួយនេះខូចខាតខ្ទេច,55,1
1257,ខ្ទីអស់យ៉ាងច្រើន,16,1
1258,។,1,68
1259,របងកំពែងការពារខាងក្រៅត្រូវបានគេធ្វើការជីកគាស់កាយរុករក,53,1
1260,វត្ថុបុរាណកាលពីអំឡុងប្រទេសស្ថិតនៅក្នុងសង្គ្រាម,46,1
1261,។,1,68
1262,គំនរដុំថ្មប្រាសាទត្រូវទុករាយប៉ាយនៅមុខប្រាសាទ,44,1
1263,។,1,68
1264,តួប្រាសាទខាងក្នុងមួយភាគត្រូវបាក់បែកស្រុតទ្រុឌដែលមើលទៅគួរអោយសង្វេគ,65,1
1265,។,1,68
1266,ប្រាសាទបន្ទាយស្រីមានឈ្មោះថាត្រីភូវនមហេស្វរៈ,43,1
1267,ដែលមានន័យថាម្ចាស់នៃលោកទាំងបី,28,1
1268,ស្ថាបនាឡើងក្នុងឆ្នាំ,20,1
1269,៩៦៧,3,2
1270,នៃគ្រិស្តសករាជក្នុងព្រះបាទរាជេន្ទ្រវរ្ម័នទី,43,1
1271,២,1,20
1272,៩៤៤,3,1
1273,១០០១,4,1
1274,តាមសិលាចារឹកលេខ,15,1
1275,K,1,1
1276,៨៤២,3,1
1277,នាចុងសតវត្សរ៍ទី,15,1
1278,១០,2,5
1279,។,1,68
1280,តាមរយៈសិលាចារឹកសេកតាទុយបានសរសេរថា,33,1
1281,ក្សត្រិយព្រាហ្មណ៍នេះឈ្មោះ,25,1
1282,យជ្ញវរាហៈ,9,2
1283,ប្រកបដោយចំនេះដឹងខ្ពស់ខាងវិទ្យាសាស្រ្ត,37,1
1284,ទទួលមុខងារជាសាស្រ្តាចារ្យខាងសិវនិយម,35,1
1285,និងជារាជគ្រូទីមួយនៃព្រះមហាក្សត្,31,1
1286,។,1,68
1287,សំណង់នានានៃប្រាសាទបន្ទាយស្រីរាយគ្នាសងខាងបន្ទាត់ទ្រូងមួយរត់ជួរកើតទៅលិច,69,1
1288,ហើយអាចបែកចែកជាពីរផ្នែក។,23,1
1289,ទី,2,1
1290,១,1,3
1291,ផ្តើមចេញពីខ្លោងទ្វារចុងខាងកើត,29,1
1292,ដែលមានផ្លូវមួយប្រវែងរហូតដល់ទៅ,29,1
1293,៦៧,2,1
1294,ម៉ែត្រចេញពីនោះមក។,17,1
1295,ផ្លុវដើរនេះអមដោយថែវរហូតដល់ចុងខាងលិច,35,1
1296,ទើបមានអាគារលាតប្រវែងសន្ទឹងទទឹងទៅម្ខាងៗ។,39,1
1297,នៅសង់ខាងផ្លូវដដែល,17,1
1298,តែដាច់ចេញថែវបន្តិចមានអាគារលាតទទឹងដែរគឺមួយនៅខាងជើងផ្លូវ,54,1
1299,បីទៀតនៅខាងត្បូង។,16,1
1300,ដើរតាមនេះមកតាមខ្លោងទ្វារនៃធ្លាទី,32,1
1301,៣,1,5
1302,ភ្លាម,5,1
1303,គឺយើងចេញមកផ្នែកទីពីរនៃប្រាសាទទាំងមូលហើយ។,40,1
1304,ផ្នែកនេះមានទំហំ,15,1
1305,៩៥,2,2
1306,ម៉ែត្រគុណនឹង,12,1
1307,១១០,3,1
1308,ម៉ែត្រ,6,6
1309,ហើយចែកចេញជារួត,14,1
1310,តៗគ្នាពីក្រៅទៅក្នុង។,20,1
1311,ក្នុងបរិវេណទី,13,1
1312,៣,1,5
1313,នេះមានកសិណទឹកព័ទ្ធមួយជុំសិន,27,1
1314,ទើបមកដល់ធ្លាទី,14,1
1315,២,1,20
1316,ដែលមានទំហំ,10,1
1317,៣៨,2,1
1318,ម៉ែត្រគុណ,9,1
1319,៤២,2,1
1320,មែត្រ។,6,1
1321,ឯកំពែងទី,8,1
1322,១,1,3
1323,រាប់ពីខាងក្នុង,14,1
1324,រាងបួនជ្រុងស្មើមួយជ្រុងៗប្រវែង,30,1
1325,២៣,2,1
1326,៥០,2,2
1327,ម៉ែត្រ។,7,5
1328,កំពែងនីមួយៗមានខ្លោងទ្វារនៅចំកណ្តាល,34,1
1329,ខាងកើតនិងខាងលិច។,16,1
1330,ធ្លាទី,6,1
1331,២,1,20
1332,មានសំណង់បន្ទាប់បន្សំជាខ្រើន,27,1
1333,ព្រមទាំងសំណង់ផ្សេងៗទៀតអំពីឈើ,28,1
1334,ដែលសព្វថ្ងៃបាត់បង់អស់ហើយ។,25,1
1335,ធ្លាក្នុងបង្អស់ក៏ដូចគ្នាដែរ។,28,1
1336,ក្នុងនោះមានតួប៉មកណ្តាលបីសាងនៅលើខឿនជាមួយគ្នា,43,1
1337,៩៥,2,2
1338,ម៉ែត្រ។,7,5
1339,នៅកណ្តាលមានតួប៉មមួយកម្ពស់,25,1
1340,៩,1,5
1341,៨០,2,1
1342,ម៉ែត្រ,6,6
1343,ដែលមានយ៉មួយជាមណ្ឌបលយចេញមកខាងមុខ,31,1
1344,និងហោត្រៃបែរទៅទិសខាងលិចនៅសងខាងមុខក្រុមប៉មទាំងបី,47,1
1345,។,1,68
1346,បន្ទាយស្រីជាឈ្មោះនៃរចនាបថប្រាសាទមួយ,35,1
1347,ដែលជួនកាលគេភ្ជាប់ទៅនឹងរចនាបថប្រែរូបផងដែរ,40,1
1348,ព្រោះរចនាបថទាំងពីរនេះស្ថិតនៅក្នុងសម័យកាលប្រហាក់ប្រហែលគ្នា,57,1
1349,តែយ៉ាងណារចនាបថបន្ទាយស្រីមានលក្ខណៈពិសេសលើសគេនៅត្រង់ក្បាច់លម្អនោះ,63,1
1350,គេសម្រេចចិត្តដាក់ឈ្មោះតែឯងនោះទៅ។,32,1
1351,មានប្រាសាទតិចតួចណាស់,20,1
1352,ដែលគេបញ្ចូលក្នុងរចនាបថបន្ទាយស្រី។,33,1
1353,ទាំងអស់មានប្រាំ,15,1
1354,ហើយសុទ្ធតែនៅក្នុងខេត្តសៀមរាបមានដូចជា,36,1
1355,ប្រាសាទស្រឡៅ,12,1
1356,ប្រាសាទត្រពាំងខ្យង,18,1
1357,ប្រាសាទសេកតាទុយ,15,1
1358,និងប្រាសាទតូចមួយដែលគេចាត់ទុកក្នុងរចនាបថបន្ទាយស្រី,49,1
1359,ស្ថិតនៅខាងកើតប្រាសាទឃ្លាំងខាងជើង,32,1
1360,និងតួប៉មកណ្តាលប្រាសាទតុបខាងលិច,30,1
1361,ដែលប្រាសាទទាំងពីរស្ថិតនៅក្នុងរាជធានីអង្គរធំ។,44,1
1362,មានតែប្រាសាទក្រោយនេះទេ,22,1
1363,ដែលសង់អំពីថ្មភក់,16,1
1364,ប្រាសាទឯទៀតសង់អំពីឥដ្ធដោយមានផ្តែរ,33,1
1365,និងគ្រឿងលម្អឯទៀតឆ្លាក់លើថ្មភក់ជាធម្មតា,38,1
1366,ហើយដែលខ្លះទៀតគេយកមកដាក់តាំងនៅសារមន្ទីរនានា,42,1
1367,។,1,68
1368,ដើម្បីពិនិត្យឱ្យយល់អំពីស្ថានភាពក្រុមBSCPរៀបចំកម្មវិធីកំណាយជាលក្ខណៈទ្រង់ទ្រាយធំមួយតាមបុរាណវិទ្យា។,96,1
1369,ក្រៅពីទិន្នន័យបានមកពីស្ថានភាពគ្រឹះប៉មនានា,41,1
1370,និងអំពីប្រព័ន្ធបង្ហូរទឹក,24,1
1371,ហើយដែលធ្វើឱ្យយល់មូលហេតុនៃការទ្រុឌទ្រោមនោះគេបានប្រទះឃើញវត្ថុព្រមទាំងស្លាកស្នាមបុរាណជាច្រើនទៀត។,93,1
1372,ពេលរើកម្រាលទីធ្លាខាងក្នុងគេប្រទះឃើញរន្ធបង្គោលឬសសសរមួយចំនួន,58,1
1373,បង្ហាញថាពីមុនមកមានអាគារអំពីឈើបន្ថែមលើសំណង់ថ្មនៃប្រាសាទនេះ។,58,1
1374,មើលទៅប្រហែលអាគារឈើនេះ,21,1
1375,សម្រាប់បម្រើការបូជា,19,1
1376,តែនេះគ្រាន់តែជាការស្មាននៅឡើយ។,29,1
1377,កម្រាលថ្មនៅធ្លាខាងក្នុងស្រុតដោយកន្លែងធ្វើឱ្យគេឃើញវត្ថិថ្មីទៀត,61,1
1378,ដែលកាលពីពេលឆ្ការព្រៃស្តារប្រាសាទ,32,1
1379,ព្រមទាំងពេលជួសជុលក្រោយមកនោះ,27,1
1380,ពុំបានប្រទះដូចជាថ្មចម្លាក់ទាំងដុំៗ,34,1
1381,បំណែកចម្លាក់ខ្លះ,16,1
1382,ចម្លាក់សម្រាប់បញ្ចាំងប៉ម,24,1
1383,និងក្បាលរូបឆ្មាំប្រាសាទមួយផង,28,1
1384,។,1,68
1385,តាំងពីដើមរៀងមក,14,1
1386,ដំបូលប៉ម,8,1
1387,និងហោត្រៃតែងតែសងដោយតម្រៀបថ្ម,28,1
1388,ឬឥដ្ធលាយគ្នាលយចេញពីមួយទៅមួយឡើងទៅលើ។,35,1
1389,យូរបន្តិចទាល់តែមកដល់ចុងសតវត្សរ៍ទី,33,1
1390,១០,2,5
1391,ទើបបច្ចេកទេសនេះរាលដាលយកមកសង់ជាដំបូលរោងទងនានា,44,1
1392,ដែលមានកំណើតមកពីពេលនោះមក។,24,1
1393,បច្ចេកទេសដំបូលនេះមានលក្ខណៈងាយស្រួល,34,1
1394,តែពុំសូវសុក្រឹតទេ,17,1
1395,កាលណាដំបូលនោះធំរាងកោងរាងមូលពាក់កណ្តាល។,38,1
1396,កាលសម័យមុនអង្គរ,15,1
1397,ដោយសារតួប៉មច្រើនតែជាឥដ្ធ,24,1
1398,ដំបូលប្រើបច្ចេកទេសនេះក៏ជាឥដ្ធ,29,1
1399,តែនៅសម័យអង្គរគេនិយមថ្មភក់ឃើញថាប្រាសាទបន្ទាយស្រី,47,1
1400,ក៏ដូចសំណង់ឯទៀតនៅក្នុងរជ្ជកាលព្រះបាទរាជេន្ទ្រវរ្ម័នដែរ,53,1
1401,បានងាកមករកឥដ្ឋវិញ។,18,1
1402,ប្រាសាទបន្ទាយស្រីហាក់មានការដ្ឋានពិសោធន៍មួយនៅសម័យនោះ,51,1
1403,ត្បិតរបៀបធ្វើដំបូលដែលខ្មែរអនុវត្តន៍ទាំងប៉ុន្មានមាននៅទីនោះ។,58,1
1404,អគារទ្រវែង,10,1
1405,និងថែវសុទ្ធតែមានគ្រោងឈើ,23,1
1406,និងប្រក់ក្បឿងដែលមេជាងស្គាល់ជាទូទៅធម្មតា។,40,1
1407,បើហោត្រៃទាំងពីរ,15,1
1408,ព្រមទាំងយ៉ប៉មទាំងកណ្តាលវិញប្រក់ឥដ្ធតាមរបៀបលយចេញពីក្រោមទៅលើដូចបាននិយាយពីមុន។,75,1
1409,រីឯក្រុមប៉មកណ្តាល,17,1
1410,ខ្លោងទ្វារខាងកើតទី,18,1
1411,១,1,3
1412,យ៉ខ្លោងទ្វារខ្លះនៅកំពែងទី,25,1
1413,២,1,20
1414,គឺប្រក់របៀបលយលើគ្នាដែរ,22,1
1415,តែវត្ថុធាតុជាថ្មភក់។,20,1
1416,ចាប់ពីខ្មែរចាបកាន់ព្រះពុទ្ធសាសនាថេរវាទរវាងសតវត្សរ៍ទី,52,1
1417,១៤,2,1
1418,មក,2,1
1419,របៀបប្រក់ថ្មនេះក៏ត្រូវបានបោះបង់ចោលទៅ,36,1
1420,ហើយគេក៏និយមប្រើគ្រោងដំបូលឈើប្រក់ក្បឿងវិញ,40,1
1421,ព្រោះគេអាចធ្វើដំបូលធំ,21,1
1422,គ្រប់ដណ្តប់លើអគារដែលមានលំហទូលំទូលាយសម្រាប់មនុស្សមកធ្ចើបុណ្យបូជាព្រះពុទ្ធអង្គបាន,79,1
1423,។,1,68
1424,ជាប្រពៃណីរៀងមក,14,1
1425,ស្ថាបត្យករខ្មែរពូកែការជាងឈើមិនថាគ្រឿងគ្រោង,42,1
1426,ឬគ្រឿងបិទបាំងនោះទេ។,19,1
1427,លំណៅទូទៅ,8,1
1428,រាប់បញ្ចូលទាំងព្រះរាជវាំងផងសង់អំពីឈើទាំងអស់មានន័យសំណង់ទាំងឡាយជាឈើ,65,1
1429,ប៉ុន្តែគ្មានអ្វីមួយនៅសល់មកដល់យើងឡើយ។,36,1
1430,សំណង់ថ្មឆ្លុះបញ្ចាំងប្រពៃណីស្ថាបត្យកម្មឈើនេះឯង។,47,1
1431,ធ្លាប់ផ្គុំឈើរបៀបណាក៏យករបៀបដដែលមកអនុវត្ថន៍លើថ្ម។,48,1
1432,រហូតដល់សតវត្សរ៍ទី,17,1
1433,១២,2,13
1434,គ្រោងទ្វារបង្អួចផ្គុំគ្នាតាមបង្គុំឈើ,36,1
1435,ដែលមានមុំ,9,1
1436,៤៥,2,1
1437,អង្សាយកមកញាតបញ្ចូលគ្នា។,23,1
1438,សសរ,3,2
1439,និងចម្រឹងជើងទៀននៃបង្អួចសុទ្ធសឹងយកមកបញ្ចូលបន្ទះថ្មមេ,51,1
1440,ដោយប្រើដំណាប់ញីឈ្មោល។,21,1
1441,ជើងទៀនទាំងនេះសុទ្ធសឹងក្រឡឹងមិនខុសពីចម្រឹងទ្វារជើងទៀនឈើឡើយ។,58,1
1442,សូម្បីតែគ្រឿងក្នុងក៏ឥទ្ធិពលឈើជះមកលើថ្មដែរ។,42,1
1443,ប្រាសាទបន្ទាយស្រី,17,4
1444,ដែលសាងឡើងនៃផ្នែកទី,18,1
1445,២,1,20
1446,នៃសតវត្សរ៍ទី,12,1
1447,១០,2,5
1448,នេះឆ្លុះបញ្ចាំងឃើញច្បាស់ណាស់,28,1
1449,អំពីការអនុវត្ថន៍ទាំថស្រុងនៃបច្ចេកទេសឈើទៅលើថ្ម,45,1
1450,ក្រោយមកនៅសម័យបាយ័ននាចុងសតវត្សរ៍ទី,33,1
1451,១២,2,13
1452,គេបោះបង់ការចម្លងនេះច្រើន,24,1
1453,ដើម្បីចំណេញ,11,1
1454,ត្បិតកម្មវិធីសាង់សង់នៃព្រះបាទជ័យវរ្ម័នទី,40,1
1455,៧,1,3
1456,ធំធេងណាស់,9,1
1457,។,1,68
1458,ថ្មភក់ប្រើនៅតំបន់អង្គរ,22,1
1459,គេយកមកពីជើងភ្នំគូលែនដែលស្ថិតនៅរវាងប្រមាណ,40,1
1460,៣០,2,2
1461,គីឡូម៉ែត្រពីឧទ្យានបុរាណ។,24,1
1462,គេឃើញមានកន្លែងយលថ្មផ្សេងៗ,25,1
1463,ជាអាទិ៍នៅខាងជើងប្រាសាទបេងមាលា។,30,1
1464,គេមានប្រទះឃើញខ្លះដែរ,20,1
1465,កន្លែងមានថ្មពណ៌ផ្កាឈូកនេះ,25,1
1466,តែមានសមាសភាពលម្អិតនៃថ្មនោះមិនដូចថ្មនៅបន្ទាយស្រីឡើយ។,51,1
1467,ខ្ពង់រាបជួរភ្នំគូលែននៅមានស្រទាបផ្នែកខាងលើ,41,1
1468,មានថ្មពណ៌ផ្កាឈូកកម្រាស់ប្រមាណ,29,1
1469,២០,2,5
1470,ម៉ែត្រ។,7,5
1471,ថ្មនេះហើយ,9,1
1472,ដែលគេយកមកសាង់សង់ប្រាសាទបន្ទាយស្រីគឺមានទីទាំងស្ថិតនៅក្បែរភ្នំដី,62,1
1473,ដែលមានទីតាំងស្ថិតនៅក្បែរប្រាសាទបន្ទាយស្រីនេះ,44,1
1474,គេប្រទះឃើញអន្លុងជម្រៅប្រមាណ,27,1
1475,១០,2,5
1476,មែ៉ត្រនៅក្បែរជើងភ្នំដីពោលមានចម្ងាយប្រមាណ,40,1
1477,៣,1,5
1478,គីឡូម៉ែត្រពីប្រាសាទបន្ទាយស្រី,29,1
1479,ចំណែកថ្មបាយក្រៀមក៏បានយកពីទីតាំងក្បែរនោះផងដែរ,44,1
1480,។,1,68
1481,ខេត្តសៀមរាបជាខេត្តមួយដែលមានទីតាំងនៅភាគខាងពាយ័ព្យនៃប្រទេសកម្ពុជា,63,1
1482,ដែលមានទីតាំងស្ថិតនៅក្បែរបឹងទន្លេសាប។,36,1
1483,ទីរួមខេត្តរបស់ខេត្តសៀមរាបនេះគឺ,30,1
1484,ក្រុងសៀមរាប។,12,1
1485,ខេត្តសៀមរាបត្រូវបានដាក់ឈ្មោះបែបនេះដើម្បី,40,1
1486,រំលឹកដល់ជ័យជំនះនៅកងទ័ពខ្មែរលើកងទ័ពសៀមនៅសម័យលង្វែកសតវត្ស,55,1
1487,១៦,2,7
1488,។,1,68
1489,សព្វថ្ងៃខេត្តសៀមរាបត្រូវបានគេស្គាល់ទូទាំងពិភពលោកថាជាខេត្តតាំងនៅនៃប្រាសាទអង្គរវត្តដ៏ល្បីល្បាញ។,93,1
1490,ខេត្តសៀមរាបស្ថិតនៅភាគពាយ័ព្យនៃប្រទេសកម្ពុជា។,44,1
1491,ខេត្តនេះជាតំបន់ទេសចរណ៍ដ៍សំខាន់របស់ប្រទេសកម្ពុជា,47,1
1492,ដោយសារខេត្តនេះមានប្រាសាទអង្គរវត្ត,33,1
1493,ដ៏ល្បីល្បាញ,11,1
1494,និងប្រាសាទបុរាណដទៃទៀតជាច្រើន។,29,1
1495,ថ្មីៗនេះ,8,1
1496,ក្រុងសៀមរាបកំពុងប្រែក្លាយរូបរាងជាក្រុងទំនើបតាមរយៈកំណើនសណ្ឋាគារ,62,1
1497,ភោជនីយដ្ឋាន,11,1
1498,ហាងលក់ទំនិញ,11,1
1499,ជាដើមដែលបម្រើឱ្យវិស័យទេសចរណ៍។,29,1
1500,រមណីយដ្ឋានផ្សេងទៀតដែលនៅក្បែរក្រុងសៀមរាបមានរាជធានីអង្គរធំ,56,1
1501,ប្រាសាទអង្គរវត្ត,16,6
1502,ប្រាសាទបាយ័ន,12,1
1503,ប្រាសាទភ្នំបាខែង,16,1
1504,ប្រាសាទបក្សីចាំក្រុង,20,1
1505,ប្រាសាទបាពួន,12,1
1506,ប្រាសាទភិមានអាកាស,17,1
1507,ប្រាសាទបន្ទាយស្រី,17,4
1508,ប្រាសាទតាព្រហ្ម,15,1
1509,និងប្រាសាទរាប់រយផ្សេងទៀត។,25,1
1510,តំបន់អង្គរត្រូវបានរងការលុកលុយជាច្រើនដងពីពួកសៀម,46,1
1511,ហើយទីបំផុតរាជធានីអង្គរត្រូវបានបោះបង់នៅឆ្នាំ,43,1
1512,១៤៣១,4,2
1513,។,1,68
1514,គួររំលឹកផងដែរថា,15,1
1515,រាជធានីរបស់ប្រទេសកម្ពុជាត្រូវបានពីប្តូរពីអង្គរទៅរាជធានីចតុមុខនៅឆ្នាំ,68,1
1516,១៤៣២,4,1
1517,រួចទៅបន្ទាយលង្វែក,17,1
1518,និង,3,44
1519,រាជធានីឧដុង្គ,13,1
1520,និងត្រលប់ទៅរាជធានីចតុមុខវិញនៅឆ្នាំ,34,1
1521,១៨៦៦,4,1
1522,។,1,68
1523,ជនជាតិបទេស,10,1
1524,ដែលបានមកដល់ប្រាសាទអង្គរវត្តមុនគេគឺអ្នករុករកជនជាតិបារាំង,55,1
1525,លោក,3,1
1526,ហង់រី,5,2
1527,មូហូ,4,1
1528,Henri,5,3
1529,Mouhot,6,3
1530,ក្នុងឆ្នាំ,10,2
1531,១៨៦០,4,3
1532,។,1,68
1533,តំបន់សៀមរាបអង្គរគឺជាគោលដៅចម្បងសម្រាប់ភ្ញៀវទេសចរទូទាំងពិភពលោក,60,1
1534,ហើយក៏ជាតំបនដែលសម្បូរណ៍ទៅដោយសំណង់ប្រាសាទបុរាណតូចធំជាច្រើន,56,1
1535,ដែលជាទីស្ថានរបស់ពពួកអាទិទេពទាំងឡាយទាំងពួងផងដែរ។,47,1
1536,នៅទាំងខេត្តសៀមរាបទាំងមូល,24,1
1537,មានអត្រាប្រជាជនសរុបចំនួន,24,1
1538,៩២០,3,1
1539,១២៣,3,1
1540,នាក់។,5,2
1541,ក្នុងនោះអ្នកដែលរស់ក្នុងក្រុងសៀមរាបមានចំនួន,42,1
1542,១៩៧,3,1
1543,៣០១,3,1
1544,នាក់។,5,2
1545,ខេត្តសៀមរាបទាំងមូលមានផ្ទៃក្រឡាចំនួន,35,1
1546,១០,2,5
1547,២៩៩,3,1
1548,គីឡូម៉ែត្រការ៉េ,15,1
1549,មានក្រុងចំនួនមួយ,16,1
1550,ស្រុកមានចំនួន,13,1
1551,១១,2,2
1552,ឃុំមានចំនួន,11,1
1553,៨៧,2,1
1554,សង្កាត់ចំនួន,12,1
1555,១៣,2,6
1556,និងភូមិចំនួន,12,1
1557,៨៧៥,3,1
1558,។,1,68
1559,ប្រជាជនដែលរស់នៅក្រុងសៀមរាបភាគច្រើនជាអ្នកផ្លាស់ទីលំនៅមកពីកន្លែងផ្សេងៗរបស់ប្រទេសកម្ពុជាដូចជា,90,1
1560,រាជធានីភ្នំពេញ,14,1
1561,ខេត្តកណ្តាល,11,1
1562,ខេត្តកំពង់ចាម,13,2
1563,បន្ទាយមានជ័យ,12,1
1564,ខេត្តបាត់ដំបង,13,1
1565,និងខេត្តពោធិ៍សាត់ជាដើម។,23,1
1566,សៀមរាបគឺជាតំបន់គោលដៅទេសចរណ៍។,28,1
1567,ខេត្តសៀមរាបជាខេត្តមួយស្ថិតនៅតំបន់ពាយ័ព្យ,40,1
1568,នៃប្រទេសកម្ពុជា,15,1
1569,តាមបណ្តោយផ្លូវជាតិលេខ,21,1
1570,៦,1,3
1571,ដែលមានចំងាយប្រវែង,17,1
1572,៣១៤,3,1
1573,គ,1,10
1574,ម,1,14
1575,ពីរាជធានីភ្នំពេញ,16,1
1576,មានពំ្រប្រទល់ខាងកើតជាប់នឹងខេត្តកំពង់ធំ,38,1
1577,និងខេត្តព្រះវិហារខាងលិចជាប់នឹងខេត្តបន្ទាយមានជ័យ,47,1
1578,ខាងជើងជាប់នឹងខេត្តឧត្តរមានជ័យ,29,1
1579,និងខេត្តព្រះវិហារ,17,1
1580,និងខាងត្បូងជាប់នឹងខេត្តបាត់ដំបង,31,1
1581,និងបឹងទន្លេសាប,14,1
1582,។,1,68
1583,ព្រំប្រទល់ជាប់បឹងទន្លេសាបមានប្រវែង,34,1
1584,៨២,2,1
1585,គ,1,10
1586,ម,1,14
1587,ដែលស្ថិតនៅជាប់ស្រុកជីក្រែង,26,1
1588,ស្រុកសូត្រនិគម,14,1
1589,ស្រុកប្រាសាទបាគង,16,1
1590,ស្រុកសៀមរាប,11,1
1591,ស្រុកពួក,8,1
1592,និងស្រុកក្រឡាញ់។,16,1
1593,ស្របតាមលក្ខណៈភូមិសាស្ត្រនៃតំបន់,31,1
1594,និងនិយមនៃសីតុណ្ហភាព,19,1
1595,ការហួតហែង,9,1
1596,សំនើម,5,1
1597,ភាពរាំងស្ងួត,12,1
1598,និងជំនន់,8,1
1599,យើងអាចបែងចែកតំបន់ទាំងនេះជាបីផ្នែកគឺ,35,1
1600,ផ្នែកខាងលើមាន,13,1
1601,១៣,2,6
1602,ឃុំ,3,4
1603,ផ្នែកកណ្តាលមាន,14,1
1604,៦៩,2,1
1605,ឃុំ,3,4
1606,និងផ្នែកខាងក្រោមជាប់នឹងបឹងទន្លេសាបមាន,37,1
1607,១៨,2,2
1608,ឃុំ។,4,1
1609,តំបន់ខាងលើសំបូរទៅដោយព្រៃភ្នំមានសណ្ឋានដូចជាដីទូលឬខ្ពង់រាប,56,1
1610,ខ្វះខាតទឹក,10,1
1611,និងជួបប្រទះគ្រោះរាំងស្ងួតញឹកញាប់តំបន់កណ្តាលជាវាលស្រែល្វឹងល្វើយ,62,1
1612,និងលំនៅឋានព្រមទាំងប្រាង្គប្រាសាទនានា,36,1
1613,និងតំបន់ក្រោមជាវាលទំនាបរងទឹកជំនន់រៀងរាល់ឆ្នាំ។,46,1
1614,ជាតំបន់ជលវេគពេលណាមានភ្លៀងធ្លាក់ជន់លិចលង់,40,1
1615,ពេលណាគ្មានភ្លៀងស្ងួតហួតហែង,26,1
1616,មានផ្ទៃក្រលាសរុបប្រមាណ,22,1
1617,១២,2,13
1618,០១៥,3,1
1619,គ,1,10
1620,ម,1,14
1621,២,1,20
1622,ចែកចេញជា,8,1
1623,១២,2,13
1624,ក្រុងស្រុក,10,1
1625,១០០,3,4
1626,ឃុំ,3,4
1627,និង,3,44
1628,៩០៧,3,2
1629,ភូមិ,4,2
1630,ដោយមានប្រជាជនសរុប,17,1
1631,៧៣៣,3,1
1632,៨៨២,3,1
1633,នាក់,4,3
1634,ត្រូវជា,7,1
1635,៦,1,3
1636,០៩,2,1
1637,%,1,3
1638,នៃប្រជាជនសរុបទូទាំងប្រទេស។,26,1
1639,មុខរបរសំខាន់នៃផ្នែកទាំងបីនេះមានភាពខុសៗគ្នាពោលគឺ៖,48,1
1640,ក,1,1
1641,ខាងលើធ្វើស្រូវចំការ,19,1
1642,និងរុករកអនុផលព្រៃឈើ,19,1
1643,ខ,1,1
1644,កណ្តាលធ្វើស្រែនិងសេវាកម្មផ្សេងៗ,31,1
1645,គ,1,10
1646,ខាងក្រោមធ្វើស្រែនិងចំការដំនាំតាមរដូវ,36,1
1647,និងប្រកបអាជីវកម្មនេសាទ។,23,1
1648,ជាទូទៅខេត្តសៀមរាបមានចរិតជាតំបន់ជនបទ។,36,1
1649,ប្រជាជនប្រមាណ,13,2
1650,៧០,2,1
1651,%,1,3
1652,រស់នៅតាមទីជនបទឆ្ងាយពីក្រុងដែលផ្អែកលើមុខរបរកសិកម្មជាអាជីព។,57,1
1653,ប្រជាជនប្រមាណ,13,2
1654,១៨,2,2
1655,%,1,3
1656,រស់នៅតាមតំបន់ជាប់បឹងទន្លេសាបផ្អែកលើអាជីវកម្មនេសាទនិងធ្វើចំការដំនាំផ្សេងៗ,72,1
1657,និង,3,44
1658,១២,2,13
1659,%ទៀតរស់នៅតាមទីប្រជុំជន,22,1
1660,និងក្រុងដែលមានមុខរបរពាណិជ្ជកម្ម,31,1
1661,ទេសចរណ៍,7,1
1662,និងបុគ្គលិករដ្ឋ។,16,1
1663,ខេត្តសៀមរាបចែកចេញជា,19,1
1664,១២,2,13
1665,ស្រុក,5,1
1666,១០០,3,4
1667,ឃុំ,3,4
1668,និង,3,44
1669,៩០៧,3,2
1670,ភូមិ,4,2
